Customer_Number,Attrition_Flag,Age,Date_of_birth,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
3735048645,Attrited Customer,7,7/26/2011,M,3,Graduate,Married,$120K +,Blue,38,2,3,3,8249.00,1381,6868.00,0.798,678,11,0.833,0.167
3735049244,Existing Customer,5,5/28/2009,F,3,Unknown,Married,Less than $40K,Blue,38,4,2,3,1438.30,0,1438.30,1.001,3511,64,0.882,0.000
3735369911,Attrited Customer,120,1/2/1904,F,2,Graduate,Divorced,Less than $40K,Blue,36,3,2,3,1880.00,0,1880.00,0.519,2469,34,0.417,0.000
3735392444,Unknown,38,2/10/1986,M,3,College,Married,$60K - $80K,Blue,36,5,2,2,6114.00,1461,4653.00,0.772,2608,36,0.385,0.239
3735427533,Existing Customer,37,7/23/1987,M,2,High School,Married,$60K - $80K,Blue,30,4,1,2,2218.00,1266,952.00,0.709,1941,58,0.568,0.571
3735427533,Existing Customer,37,7/23/1987,M,2,High School,Married,$60K - $80K,Blue,30,4,1,2,2218.00,1266,952.00,0.709,1941,58,0.568,0.571
3735471000,Existing Customer,65,7/4/1959,M,1,High School,Married,$40K - $60K,Blue,53,3,3,3,0.00,1604,1902.00,0.574,1953,61,0.649,0.458
3735495900,Attrited Customer,62,5/1/1962,M,0,N/A,Single,$60K - $80K,Blue,51,3,2,4,18734.00,0,18734.00,0.674,2112,52,0.857,0.000
3735503970,Existing Customer,56,7/13/1998,F,1,College,Married,$40K - $60K,Blue,44,5,1,4,4088.00,1557,2531.00,1.248,2250,39,0.857,0.381
3735575283,Existing Customer,46,2/11/1978,M,4,Graduate,Married,$60K - $80K,Blue,33,6,2,2,21548.00,1180,20368.00,0.520,1582,38,0.652,0.055
3735788441,Existing Customer,49,7/8/1975,M,3,Uneducated,Married,$120K +,N/A,37,6,3,3,7753.00,1643,6110.00,0.798,3367,65,0.806,0.212
3735830741,Existing Customer,61,4/11/1998,M,0,Uneducated,Single,$40K - $60K,Blue,49,1,2,3,2228.00,1480,748.00,0.533,4431,71,0.651,0.664
3735835383,Existing Customer,39,7/11/1985,M,2,High School,Single,Less than $40K,Blue,32,4,1,4,4423.00,1643,2780.00,0.724,15467,112,0.623,0.371
3735941047,Existing Customer,40,1/15/1984,M,4,N/A,Married,$80K - $120K,Blue,21,3,2,3,11502.00,2066,9436.00,0.889,4786,85,1.125,0.180
3736005396,Existing Customer,50,4/1/1974,M,2,High School,Single,$60K - $80K,N/A,40,6,2,2,5180.00,1211,3969.00,0.809,3447,74,0.850,0.234
3736049314,Existing Customer,47,4/26/1977,N/A,4,Graduate,Single,$40K - $60K,Blue,37,4,1,1,1438.30,703,735.30,0.865,4341,80,0.951,0.489
3736075053,Existing Customer,56,2/9/1968,F,2,N/A,Married,Less than $40K,Blue,36,6,1,2,2781.00,1035,1746.00,0.816,1707,42,1.211,0.372
3736155408,Existing Customer,43,3/10/1981,M,2,College,Married,$80K - $120K,Blue,24,6,1,4,1669.00,0,1669.00,0.698,3591,59,0.788,0.000
3736167838,Existing Customer,107,3/7/1917,F,3,High School,Married,Less than $40K,Blue,36,4,3,3,3544.00,1661,1883.00,0.831,15149,111,0.734,0.469
3736179892,Existing Customer,53,8/20/1971,N/A,3,College,Single,$120K +,Silver,44,4,4,2,34516.00,1073,33443.00,0.558,4485,86,0.755,0.031
3736248946,Attrited Customer,9,6/10/2013,M,2,High School,Married,$120K +,Blue,36,6,2,4,34516.00,1477,33039.00,0.324,1868,40,0.212,0.043
3736272800,Existing Customer,65,4/4/1997,F,0,Post-Graduate,Married,Less than $40K,Blue,56,5,3,2,3549.00,1880,1669.00,0.624,1215,22,0.571,0.530
3736279684,Existing Customer,46,5/24/1978,M,4,Graduate,Single,$80K - $120K,N/A,26,4,3,0,1791.00,1337,454.00,0.763,3592,46,0.917,0.747
3736340576,Existing Customer,63,2/4/1961,F,0,Unknown,Single,Less than $40K,N/A,36,6,1,1,4847.00,1856,2991.00,0.610,4712,76,0.810,0.383
3736353579,Attrited Customer,56,2/15/1968,N/A,1,High School,Single,Less than $40K,Blue,48,1,5,2,3556.00,0,3556.00,0.596,2220,45,0.731,0.000
3736521905,Existing Customer,9,1/20/2013,M,2,High School,Married,$60K - $80K,Blue,26,4,1,3,5815.00,1698,4117.00,0.896,1604,42,0.448,0.292
3736562433,Existing Customer,48,7/29/1976,F,4,Graduate,Married,Less than $40K,Blue,41,3,1,3,3521.00,672,2849.00,0.655,3291,65,0.757,0.191
3736710076,Existing Customer,43,6/26/1992,F,3,High School,Married,Less than $40K,Silver,31,3,3,4,13608.00,1190,12418.00,0.553,3118,76,0.767,0.087
3736715405,Existing Customer,119,7/11/1905,F,3,Uneducated,Single,Unknown,Blue,42,6,2,2,16411.00,1179,15232.00,0.849,3929,71,0.732,0.072
3736797033,Existing Customer,48,7/4/1976,F,2,College,Married,Less than $40K,Blue,41,2,2,2,5550.00,2517,3033.00,0.767,6984,85,0.545,0.454
3736903233,Existing Customer,33,5/6/1991,F,2,Doctorate,Single,Less than $40K,Blue,26,2,3,2,1438.30,0,1438.30,0.613,4196,87,0.891,0.000
3737062383,Existing Customer,62,1/28/1962,F,1,Unknown,Single,Less than $40K,Blue,55,6,1,1,5284.00,2517,2767.00,0.674,4525,63,0.537,0.476
3737195181,,58,1/3/1966,F,1,Doctorate,Married,Less than $40K,Blue,47,5,3,4,2495.00,2061,434.00,0.849,4399,70,0.707,0.826
3737220325,Attrited Customer,50,6/5/1974,M,1,N/A,Divorced,$120K +,Blue,42,1,3,2,1656.00,0,1656.00,0.626,2073,44,0.833,0.000
3737239156,Existing Customer,10,1/28/2014,M,3,Graduate,Married,$80K - $120K,Blue,18,5,3,2,1663.00,0,1663.00,0.778,3950,82,0.864,0.000
3737239363,Existing Customer,115,6/5/1909,M,1,Uneducated,Married,$120K +,Blue,33,2,2,3,34516.00,1058,33458.00,0.734,7412,84,0.585,0.031
3737346975,Existing Customer,117,1/12/1907,F,3,Post-Graduate,Single,Unknown,Blue,36,5,4,3,1814.00,0,1814.00,0.852,5014,99,0.623,0.000
3737347506,Existing Customer,5,2/6/2009,M,5,Post-Graduate,Married,$40K - $60K,Silver,36,6,1,2,15525.00,1299,14226.00,0.452,4042,78,0.950,0.084
3737426394,Existing Customer,35,8/13/1989,F,3,N/A,Single,Less than $40K,Blue,27,2,2,3,1438.30,0,1438.30,0.620,5020,94,0.843,0.000
3737487242,Existing Customer,45,6/14/1999,M,5,Graduate,Single,Less than $40K,Blue,36,4,2,1,2718.00,1474,1244.00,0.710,3542,59,0.639,0.542
3737528421,Existing Customer,51,2/18/1973,F,2,Unknown,Married,Less than $40K,N/A,36,6,2,3,13812.00,1132,12680.00,0.699,3723,56,0.867,0.082
3737535831,Attrited Customer,31,2/3/1993,M,2,Unknown,Unknown,$80K - $120K,N/A,18,2,1,3,4246.00,2517,1729.00,0.951,8102,66,0.886,0.593
3737668562,,65,2/21/1959,F,1,Unknown,Married,Unknown,Blue,53,5,3,2,15965.00,2312,13653.00,0.590,1619,40,0.538,0.145
3737711664,Attrited Customer,10,1/5/2014,F,3,Graduate,Married,Less than $40K,Blue,36,5,2,3,1457.00,0,1457.00,0.677,2200,45,0.364,0.000
3737774017,Existing Customer,47,8/9/1977,F,2,Unknown,Unknown,$40K - $60K,N/A,36,1,3,3,1811.00,0,1811.00,0.610,5390,87,0.776,0.000
3737882440,Existing Customer,52,4/7/1972,N/A,4,High School,Married,$60K - $80K,Blue,44,6,3,4,4153.00,0,4153.00,0.434,1771,41,0.367,0.000
3737902376,Existing Customer,111,7/1/1913,M,4,Graduate,Married,$40K - $60K,Blue,27,6,2,4,5535.00,1276,4259.00,0.636,1764,38,0.900,0.231
3737914948,Existing Customer,45,3/5/1979,M,2,Graduate,Married,$60K - $80K,N/A,33,4,3,4,2648.00,2309,339.00,1.006,3281,63,0.853,0.872
3737931858,Attrited Customer,62,4/18/1962,F,1,Unknown,Single,Less than $40K,Blue,55,3,3,3,1892.00,1604,288.00,0.476,1581,34,0.417,0.848
3737935683,Existing Customer,64,7/27/1960,M,0,Doctorate,Married,$40K - $60K,Blue,56,3,2,2,4234.00,1893,2341.00,0.585,1439,42,0.355,0.447
3737944008,Existing Customer,34,2/16/1990,M,1,High School,Married,$60K - $80K,Blue,27,3,1,2,8063.00,2149,5914.00,0.722,2042,49,0.690,0.267
3737954089,,36,6/2/1988,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,4,3111.00,2517,594.00,0.646,2367,41,0.519,0.809
3737955033,Existing Customer,58,6/20/1966,M,2,Unknown,Married,$60K - $80K,Blue,51,4,2,2,14976.00,1463,13513.00,0.635,1599,36,0.565,0.098
3737955762,Existing Customer,42,3/2/1993,M,3,Graduate,Single,$40K - $60K,Silver,36,3,2,3,15069.00,1843,13226.00,0.840,3464,67,0.558,0.122
3737962458,Existing Customer,64,5/23/1960,M,1,Graduate,Single,Less than $40K,Blue,56,3,1,5,2586.00,0,2586.00,0.631,3435,65,0.585,0.000
3737972733,Existing Customer,48,6/11/1976,F,4,College,Divorced,Less than $40K,Blue,41,4,3,2,3745.00,2517,1228.00,0.672,4550,78,0.857,0.672
3737977833,Existing Customer,52,6/3/1972,F,1,Unknown,Married,$40K - $60K,Blue,45,5,1,1,1611.00,938,673.00,0.601,4087,86,0.911,0.582
3737981958,Existing Customer,38,5/9/1986,M,1,Graduate,Married,$60K - $80K,Blue,31,6,3,3,2405.00,1553,852.00,1.156,2503,40,0.667,0.646
3737992533,Existing Customer,33,8/23/1991,M,1,College,Single,$80K - $120K,Blue,26,4,3,4,19136.00,1608,17528.00,0.728,2501,55,0.528,0.084
3737996208,Existing Customer,46,1/2/1978,M,3,High School,Single,$60K - $80K,Blue,39,4,1,4,23642.00,2049,21593.00,0.719,3139,54,0.636,0.087
3738072783,Existing Customer,57,1/13/1967,M,3,Graduate,Single,$80K - $120K,Blue,50,2,3,3,17096.00,1762,15334.00,0.409,4231,62,0.550,0.103
3738079750,Existing Customer,43,7/12/1981,N/A,2,Uneducated,Married,$80K - $120K,Blue,24,2,2,2,16667.00,1463,15204.00,0.803,15301,115,0.797,0.088
3738120209,Existing Customer,102,5/5/1922,F,3,College,Single,Less than $40K,Blue,36,3,3,3,2679.00,2277,402.00,0.736,4943,85,0.735,0.850
3738140335,Existing Customer,47,3/11/1977,M,2,N/A,Married,$60K - $80K,Blue,39,1,2,2,9389.00,727,8662.00,0.533,3415,84,0.556,0.077
3738163460,Existing Customer,39,5/11/1985,F,2,Uneducated,Married,Less than $40K,N/A,26,4,2,5,5484.00,2517,2967.00,0.489,2025,51,0.378,0.459
3738172951,Existing Customer,42,4/6/1982,M,3,Unknown,Married,$40K - $60K,N/A,26,2,1,2,5848.00,1481,4367.00,0.711,8417,95,0.462,0.253
3738205833,Existing Customer,47,4/7/1977,M,2,Graduate,Divorced,$80K - $120K,Blue,40,6,1,3,16741.00,1225,15516.00,0.641,3608,56,0.514,0.073
3738416658,Existing Customer,59,1/20/1965,M,1,Doctorate,Married,$40K - $60K,Blue,52,3,2,2,2548.00,2020,528.00,2.357,1719,27,1.700,0.793
3738469580,Existing Customer,117,3/15/1907,M,1,Graduate,Unknown,$40K - $60K,Blue,36,4,3,2,1438.30,890,548.30,1.143,2928,48,1.400,0.619
3738587993,,45,1/22/1979,F,2,Graduate,Single,$40K - $60K,Blue,36,5,4,3,1438.30,986,452.30,0.649,5136,81,0.800,0.686
3738611609,Existing Customer,113,5/1/1911,F,0,Graduate,Married,Unknown,Blue,36,4,2,2,2488.00,0,2488.00,1.050,4226,73,0.521,0.000
3738622810,Attrited Customer,59,5/13/1965,F,2,High School,Married,$40K - $60K,N/A,36,3,3,3,4375.00,0,4375.00,0.621,2507,53,0.472,0.000
3738637184,Existing Customer,10,7/20/2014,M,2,Unknown,Married,$80K - $120K,Gold,33,1,3,2,34516.00,0,34516.00,0.724,9179,113,0.766,0.000
3738637833,Attrited Customer,49,8/20/1975,F,2,Unknown,Single,Unknown,Blue,41,5,3,4,5984.00,0,5984.00,0.551,1838,42,0.556,0.000
3738691739,Existing Customer,48,2/4/1976,N/A,3,Uneducated,Single,Unknown,Blue,40,3,4,4,2827.00,1182,1645.00,0.902,4583,72,1.000,0.418
3738700033,Existing Customer,40,5/18/1997,M,3,Graduate,Divorced,$120K +,Blue,30,3,2,1,34516.00,0,34516.00,0.643,3734,80,0.860,0.000
3738759858,Existing Customer,57,6/18/1967,F,4,Doctorate,Married,Unknown,Blue,47,4,3,3,7345.00,1814,5531.00,0.472,1390,30,0.250,0.247
3738779985,Existing Customer,117,1/12/1907,F,3,Post-Graduate,Single,Unknown,Blue,36,5,4,3,1814.00,0,1814.00,0.852,5014,99,0.623,0.000
3738871678,Existing Customer,43,7/9/1981,F,4,Uneducated,Married,$40K - $60K,N/A,31,4,1,3,1773.00,882,891.00,0.680,5400,84,0.615,0.497
3738905280,Existing Customer,102,5/5/1922,F,3,College,Single,Less than $40K,Blue,36,3,3,3,2679.00,2277,402.00,0.736,4943,85,0.735,0.850
3738909783,Attrited Customer,45,8/17/1979,F,2,Graduate,Single,Unknown,Blue,38,6,2,3,3120.00,2517,603.00,0.736,2468,43,0.536,0.807
3738943277,Existing Customer,7,5/26/2011,F,1,High School,Married,Less than $40K,Blue,38,1,1,2,5189.00,1171,4018.00,0.732,16563,94,0.741,0.226
3739004138,Existing Customer,119,7/4/1905,F,0,Uneducated,Married,Unknown,Blue,54,6,1,2,3250.00,1992,1258.00,0.715,1355,36,0.565,0.613
3739013430,Existing Customer,39,4/6/1985,M,2,Graduate,Married,$60K - $80K,N/A,27,3,1,4,13003.00,0,13003.00,0.877,1697,40,1.105,0.000
3739032033,Existing Customer,56,8/31/1968,F,2,Unknown,Married,$40K - $60K,Blue,49,3,3,2,3681.00,0,3681.00,0.693,13222,112,0.931,0.000
3739122053,Existing Customer,6,3/19/2010,F,3,Post-Graduate,Married,Unknown,Blue,36,3,2,3,16547.00,1521,15026.00,0.555,1782,48,0.333,0.092
3739127358,Existing Customer,57,6/25/1967,M,3,High School,Married,$120K +,Blue,50,3,3,2,3205.00,1530,1675.00,0.673,2126,58,0.657,0.477
3739164489,Unknown,53,7/13/1971,F,0,High School,Single,Less than $40K,Blue,44,4,1,1,1904.00,886,1018.00,0.695,4798,85,0.809,0.465
3739327683,Existing Customer,48,8/31/1976,M,5,Graduate,Married,$80K - $120K,Blue,35,4,3,3,9030.00,2369,6661.00,0.662,4899,84,0.867,0.262
3739345147,Existing Customer,44,5/20/1980,F,3,High School,Married,Less than $40K,Blue,31,3,3,4,0.00,1379,3606.00,0.896,4222,61,0.605,0.277
3739384485,Existing Customer,39,4/20/2000,M,2,Graduate,Single,$40K - $60K,Blue,26,6,3,2,6423.00,0,6423.00,1.051,4295,70,0.795,0.000
3739398101,Attrited Customer,7,2/17/2011,F,1,Unknown,Married,Unknown,Blue,50,5,2,2,8513.00,799,7714.00,0.451,2119,37,0.542,0.094
3739403337,,65,1/27/1959,F,0,High School,Single,Unknown,Blue,56,3,6,3,5894.00,477,5417.00,1.015,1616,32,0.455,0.081
3739604883,Attrited Customer,51,3/15/1973,F,2,Graduate,Single,Less than $40K,Blue,44,6,3,2,3181.00,2517,664.00,0.595,818,16,0.455,0.791
3739675705,Existing Customer,36,7/2/1988,M,2,N/A,Single,$60K - $80K,Blue,24,5,2,5,23032.00,840,22192.00,0.739,2787,73,0.698,0.036
3739703058,Existing Customer,46,8/31/1978,F,2,Unknown,Single,$40K - $60K,Blue,29,4,2,4,3126.00,2517,609.00,1.235,1638,41,0.519,0.805
3739708914,Existing Customer,49,6/3/1975,F,4,Unknown,Married,Less than $40K,N/A,33,3,2,1,2393.00,1667,726.00,0.974,3768,79,0.681,0.697
3739751572,Existing Customer,59,2/24/1998,F,1,Unknown,Single,Unknown,Blue,48,4,2,3,5528.00,1823,3705.00,0.731,4857,81,0.723,0.330
3739797756,,49,3/19/1975,M,5,Graduate,Married,$60K - $80K,Silver,38,1,1,2,29531.00,2088,27443.00,0.843,15039,120,0.690,0.071
3739807839,Attrited Customer,49,7/23/1975,N/A,4,Unknown,Single,Unknown,Blue,31,6,3,3,2672.00,0,2672.00,1.038,2576,39,0.500,0.000
3739838433,Existing Customer,55,2/25/1969,M,3,Uneducated,Single,$120K +,Blue,48,5,2,2,3088.00,1743,1345.00,0.766,3906,68,0.659,0.564
3739838433,Existing Customer,55,2/25/1969,M,3,Uneducated,Single,$120K +,Blue,48,5,2,2,3088.00,1743,1345.00,0.766,3906,68,0.659,0.564
3739842838,Existing Customer,65,7/21/1959,F,0,Uneducated,Unknown,Less than $40K,Silver,53,5,1,2,0.00,0,11097.00,0.648,4836,83,0.566,0.000
3739856574,Attrited Customer,46,1/14/1978,N/A,3,Doctorate,Divorced,$80K - $120K,Blue,35,5,3,3,9949.00,0,9949.00,0.574,2207,40,0.481,0.000
3739878196,Existing Customer,44,1/14/1980,F,1,High School,Single,Less than $40K,N/A,36,3,3,3,6159.00,1640,4519.00,0.619,13517,106,0.656,0.266
3740075958,Existing Customer,47,4/12/1977,F,3,Graduate,Single,Less than $40K,Silver,40,1,2,2,11128.00,2517,8611.00,0.800,8526,93,0.661,0.226
3740210905,Existing Customer,111,7/1/1913,M,4,Graduate,Married,$40K - $60K,Blue,27,6,2,4,5535.00,1276,4259.00,0.636,1764,38,0.900,0.231
3740221971,Attrited Customer,8,2/9/2012,M,1,High School,Married,Less than $40K,Blue,50,4,4,5,4613.00,0,4613.00,0.978,8970,78,1.294,0.000
3740231809,Existing Customer,42,7/9/1994,M,4,Graduate,Single,$40K - $60K,Blue,36,1,1,2,6128.00,2239,3889.00,0.768,13505,116,0.681,0.365
3740275362,Existing Customer,35,5/7/1994,M,3,Graduate,Married,$60K - $80K,Blue,36,4,1,4,19671.00,924,18747.00,0.820,13908,124,0.676,0.047
3740328157,Existing Customer,10,3/24/2014,M,3,Uneducated,Married,$40K - $60K,Blue,36,3,3,3,10960.00,1333,9627.00,0.678,3480,62,0.632,0.122
3740443733,,37,2/8/1987,F,2,High School,Married,Less than $40K,Blue,36,3,2,1,2588.00,1782,806.00,0.546,4159,83,0.766,0.689
3740690853,Existing Customer,46,4/19/1978,N/A,4,High School,Unknown,Less than $40K,Blue,37,3,1,4,2533.00,2136,397.00,0.757,3197,50,1.174,0.843
3740729202,Existing Customer,46,3/19/1978,F,3,College,Divorced,Less than $40K,Blue,38,1,1,3,0.00,1115,659.00,0.686,3474,60,0.667,0.629
3740794383,Existing Customer,47,6/1/1977,F,2,College,Single,Less than $40K,Blue,40,4,3,3,1789.00,1088,701.00,0.683,4191,90,0.525,0.608
3740827148,Attrited Customer,43,9/19/1999,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,2,5,3,5639.00,1547,4092.00,1.087,647,15,0.364,0.274
3740862858,Existing Customer,49,6/7/1975,M,3,High School,Married,$80K - $120K,Blue,42,4,1,2,10155.00,1805,8350.00,0.673,1685,49,0.815,0.178
3740886753,Unknown,49,8/3/1975,M,4,High School,Unknown,$80K - $120K,Blue,31,2,3,3,34516.00,2517,31999.00,0.710,3990,65,1.031,0.073
3741035936,Existing Customer,55,2/23/1969,M,2,N/A,Single,$120K +,Blue,36,5,2,2,12856.00,0,12856.00,0.510,3364,61,0.564,0.000
3741036568,Existing Customer,7,1/17/2011,F,1,Graduate,Married,Less than $40K,Blue,36,5,1,1,3173.00,1713,1460.00,0.609,3797,75,0.786,0.540
3741126183,Existing Customer,48,1/22/1976,M,2,Graduate,Married,$40K - $60K,Blue,41,5,2,4,2582.00,1399,1183.00,0.559,2144,42,0.909,0.542
3741149548,Existing Customer,7,4/11/2011,F,1,College,Married,Unknown,Blue,38,3,2,4,6182.00,1516,4666.00,1.137,3801,61,0.968,0.245
3741259188,Existing Customer,9,3/21/2013,F,4,High School,Married,Less than $40K,Blue,36,5,4,2,2776.00,1341,1435.00,0.744,4318,68,0.943,0.483
3741293447,Existing Customer,42,6/15/1982,F,4,Graduate,Single,Less than $40K,Blue,34,3,2,3,0.00,0,1853.00,0.846,4544,72,0.565,0.000
3741354933,Existing Customer,39,6/2/1985,F,2,Graduate,Married,Less than $40K,Blue,32,4,2,4,5634.00,2057,3577.00,1.399,2905,63,0.969,0.365
3741527583,Attrited Customer,49,6/17/1975,F,4,Graduate,Married,Less than $40K,Blue,42,2,4,3,2575.00,2517,58.00,0.310,1874,40,0.739,0.977
3741527583,Attrited Customer,49,6/17/1975,F,4,Graduate,Married,Less than $40K,Blue,42,2,4,3,2575.00,2517,58.00,0.310,1874,40,0.739,0.977
3741593665,Attrited Customer,9,6/10/2013,M,2,High School,Married,$120K +,Blue,36,6,2,4,34516.00,1477,33039.00,0.324,1868,40,0.212,0.043
3741613818,Existing Customer,10,5/4/2014,F,2,High School,Married,Unknown,Blue,37,4,2,4,27804.00,0,27804.00,1.301,2761,57,0.966,0.000
3741618987,Existing Customer,7,4/6/2011,F,3,High School,Married,Unknown,Blue,45,5,1,3,2495.00,1354,1141.00,0.623,1311,31,0.476,0.543
3741709869,Existing Customer,5,5/28/2009,F,4,Graduate,Married,Less than $40K,Blue,36,6,3,2,3342.00,2517,825.00,0.771,1139,30,0.765,0.753
3741751010,Unknown,46,7/31/1978,F,4,Graduate,Married,$40K - $60K,Blue,34,5,3,1,4152.00,1446,2706.00,0.826,2218,30,0.304,0.348
3741755126,Existing Customer,35,2/10/1989,F,0,High School,Single,Less than $40K,Blue,36,4,3,4,0.00,0,5931.00,0.668,2730,71,0.614,0.000
3741788583,Existing Customer,54,7/27/1970,F,2,Unknown,Single,Less than $40K,Blue,47,3,2,3,2341.00,1550,791.00,0.656,3406,57,1.478,0.662
3741818716,Attrited Customer,45,1/4/1979,M,3,High School,Unknown,$80K - $120K,Blue,36,4,3,2,0.00,0,3845.00,0.595,2174,39,0.393,0.000
3741907831,Existing Customer,55,2/20/1969,F,2,Uneducated,Married,Unknown,N/A,35,3,3,0,3025.00,2376,649.00,1.252,1277,23,1.875,0.785
3741976458,Existing Customer,33,6/18/1991,F,1,Graduate,Single,$40K - $60K,N/A,24,5,1,2,5830.00,1665,4165.00,0.684,2263,60,0.714,0.286
3742187347,Existing Customer,57,6/13/1991,M,2,Uneducated,Single,$80K - $120K,Blue,43,6,3,1,12045.00,1749,10296.00,0.736,4884,86,0.870,0.145
3742281359,Existing Customer,47,5/30/1977,F,4,N/A,Single,$40K - $60K,Blue,36,3,1,1,1596.00,0,1596.00,0.788,5678,81,0.800,0.000
3742382508,Existing Customer,65,3/2/1959,M,1,N/A,Single,Less than $40K,Blue,54,3,1,3,4599.00,1438,3161.00,0.832,4208,69,0.865,0.313
3742422683,Existing Customer,48,4/20/2000,F,1,Doctorate,Married,Less than $40K,Blue,39,3,3,3,4844.00,1576,3268.00,0.809,1489,48,0.600,0.325
3742439558,Existing Customer,46,3/1/1978,M,3,N/A,Single,$60K - $80K,Blue,36,4,2,3,1621.00,787,834.00,0.551,4719,73,0.738,0.486
3742449256,Existing Customer,36,4/16/1988,M,1,N/A,Single,$60K - $80K,Blue,36,3,3,4,2601.00,1817,784.00,0.663,2542,67,0.675,0.699
3742527710,Attrited Customer,9,2/16/2013,M,2,Unknown,Married,$120K +,Blue,42,2,4,2,14938.00,0,14938.00,0.758,8192,80,0.778,0.000
3742562808,Existing Customer,44,2/9/1980,F,3,High School,Married,Less than $40K,Blue,31,6,2,5,1438.30,688,750.30,0.976,4208,86,0.720,0.478
3742582683,Existing Customer,32,5/7/1992,F,0,High School,Divorced,Unknown,Blue,25,5,3,1,12268.00,1165,11103.00,0.832,4905,82,0.822,0.095
3742586720,Unknown,49,7/11/1975,F,3,High School,Divorced,Unknown,Blue,40,3,3,2,5267.00,0,5267.00,0.442,1353,24,0.263,0.000
3742692287,Existing Customer,48,8/14/1976,N/A,4,Graduate,Single,Less than $40K,Blue,37,1,1,3,3413.00,1715,1698.00,0.812,3843,67,0.634,0.502
3742755976,Existing Customer,49,5/31/1975,N/A,4,Graduate,Married,$80K - $120K,Blue,39,5,1,1,34516.00,543,33973.00,0.745,3951,76,0.900,0.016
3742782647,Existing Customer,39,4/20/2000,M,2,Graduate,Single,$40K - $60K,Blue,26,6,3,2,6423.00,0,6423.00,1.051,4295,70,0.795,0.000
3742788483,Existing Customer,44,3/31/1980,M,1,Graduate,Single,$60K - $80K,Blue,37,3,1,4,16739.00,1229,15510.00,0.497,4014,69,0.568,0.073
3742810781,Existing Customer,41,4/13/1983,M,2,Graduate,Unknown,$60K - $80K,N/A,36,6,2,0,27000.00,0,27000.00,0.610,1209,39,0.300,0.000
3742864230,Existing Customer,37,2/21/1987,F,2,N/A,Married,Less than $40K,Blue,18,3,3,1,2023.00,1587,436.00,0.647,4391,79,0.837,0.784
3742876008,Attrited Customer,46,3/20/1978,F,3,Unknown,Single,$40K - $60K,Blue,39,4,3,3,9110.00,2517,6593.00,1.052,5290,69,0.816,0.276
3742916244,Existing Customer,51,7/18/1973,N/A,1,High School,Single,$60K - $80K,Silver,43,2,3,2,28673.00,0,28673.00,0.537,3722,69,0.725,0.000
3742928875,Attrited Customer,59,3/14/1965,F,1,High School,Married,Less than $40K,Blue,50,1,4,3,0.00,743,4300.00,0.805,10170,66,0.784,0.147
3743019024,Existing Customer,37,6/12/1994,F,2,Post-Graduate,Married,Less than $40K,Blue,36,6,2,3,2310.00,1513,797.00,0.682,4191,77,0.833,0.655
3743059021,Attrited Customer,7,2/11/2011,F,0,Graduate,Married,Less than $40K,Blue,49,2,3,3,1438.30,0,1438.30,1.047,692,16,0.600,0.000
3743099849,Existing Customer,8,8/10/2012,F,1,Uneducated,Married,Less than $40K,Blue,47,6,1,2,3022.00,1627,1395.00,0.835,4390,82,0.783,0.538
3743275233,Existing Customer,37,4/3/1987,M,4,College,Single,$60K - $80K,Blue,30,5,1,4,15936.00,827,15109.00,1.085,2477,49,1.042,0.052
3743287978,Attrited Customer,9,6/24/2013,F,0,Doctorate,Married,Unknown,Blue,56,5,4,3,7882.00,605,7277.00,1.052,704,16,0.143,0.077
3743430333,Existing Customer,47,3/6/1977,F,2,College,Single,Less than $40K,Blue,40,2,2,2,4822.00,1882,2940.00,0.833,13816,121,0.891,0.390
3743466916,Unknown,60,1/25/1964,F,2,College,Single,Less than $40K,Blue,54,5,3,2,2694.00,1923,771.00,0.714,3837,71,0.732,0.714
3743600733,Existing Customer,50,3/10/1974,M,2,High School,Married,$60K - $80K,Blue,43,6,3,4,21869.00,950,20919.00,0.866,4233,71,0.775,0.043
3743662348,Attrited Customer,8,5/17/2012,F,1,High School,Married,Less than $40K,Blue,36,4,3,2,2372.00,0,2372.00,0.597,2499,41,0.464,0.000
3743676975,Existing Customer,53,6/2/1998,M,1,High School,Married,$120K +,Gold,44,1,6,3,34516.00,831,33685.00,0.727,13247,107,0.754,0.024
3743733902,Existing Customer,49,1/5/1975,M,1,High School,Single,$60K - $80K,N/A,40,6,2,2,3170.00,1428,1742.00,0.876,4097,72,0.565,0.450
3743740852,Existing Customer,120,3/8/1904,F,2,High School,Married,Less than $40K,Silver,36,5,3,0,11261.00,2485,8776.00,0.736,1158,26,0.857,0.221
3743742325,Attrited Customer,43,9/19/1999,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,2,5,3,5639.00,1547,4092.00,1.087,647,15,0.364,0.274
3743810958,Existing Customer,53,3/30/1971,F,3,College,Married,$40K - $60K,Blue,46,2,1,1,2304.00,1144,1160.00,0.772,4505,85,1.179,0.497
